Dataset,Mixture Label,length,Duplicate,Duplicate Of,smi_0,smi_1,smi_2,smi_3,smi_4,smi_5,smi_6,smi_7,smi_8,smi_9,smi_10,smi_11,smi_12,smi_13,smi_14,smi_15,smi_16,smi_17,smi_18,smi_19,smi_20,smi_21,smi_22,smi_23,smi_24,smi_25,smi_26,smi_27,smi_28,smi_29,smi_30,smi_31,smi_32,smi_33,smi_34,smi_35,smi_36,smi_37,smi_38,smi_39,smi_40,smi_41,smi_42,length
Bushdid,365,30,False,,CCCCCOC(=O)CCC,CC(=O)OCCc1ccccc1,COC(OC)C(C)c1ccccc1,CC(C)CC(=O)O,CC1CCC(=O)O1,CCOC(=O)C1OC1(C)c1ccccc1,Cc1ccccc1C=O,CCc1cnccn1,COC(=O)c1ccccc1O,COc1ccccc1,OCCc1ccccc1,CCCCCCOC(=O)CCCCC,CCCCCCCC(C)O,CCCCNCCCC,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,CCCCCC(C)=O,CC(=O)C(=O)O,COC(=O)c1ccccc1N,C=C1CC[C@H]2C[C@@H]1C2(C)C,COc1ccc(C)cc1,CC12CCC(CC1)C(C)(C)O2,CC(=O)O,CC(C)=CCCC(C)C=O,CCCCCCCCCCC=O,CCCCCC(=O)OCC,CC(C)CC=O,CCCC(=O)OCC,CC1=CCC2CC1C2(C)C,CC(=O)Oc1ccc(C)cc1,Cc1ccc2ncccc2c1,,,,,,,,,,,,,,30
Bushdid,366,30,False,,CCCCCOC(=O)CCC,CC(=O)OCCc1ccccc1,COC(OC)C(C)c1ccccc1,CC(C)CC(=O)O,CC1CCC(=O)O1,CCOC(=O)C1OC1(C)c1ccccc1,Cc1ccccc1C=O,CCc1cnccn1,COC(=O)c1ccccc1O,COc1ccccc1,OCCc1ccccc1,CCCCCCOC(=O)CCCCC,CCCCCCCC(C)O,CCCCNCCCC,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,CCCCCC(C)=O,CC(=O)C(=O)O,COC(=O)c1ccccc1N,C=C1CC[C@H]2C[C@@H]1C2(C)C,COc1ccc(C)cc1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,CC(C)C=O,CCCCCC(=O)O,CCOC(=O)c1ccccc1,COc1ccc(C=O)cc1,CCCCCCCCC(C)=O,CCOC=O,CSC,CC(=O)OCCC(C)C,,,,,,,,,,,,,,30
Bushdid,367,10,False,,CC(O)C(=O)O,COc1ccc(C=O)cc1,CSSSC,O=C/C=C/c1ccccc1,CN(C)C,Cc1nccnc1C,CCCCCCCCCC(=O)O,CCC/C=C/C=O,CCc1cnccn1,CC(=O)c1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,368,10,False,,CC(O)C(=O)O,COc1ccc(C=O)cc1,CSSSC,O=C/C=C/c1ccccc1,CN(C)C,Cc1nccnc1C,CC(C)(O)CCc1ccccc1,C=CC(O)CCCCC,CCCC(C)O,Cc1ccccc1C=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,369,30,False,,CCCC(=O)SC,CC(C)CC=O,CCCCNCCCC,CCCSCCC,CSCSC,CC1=CCC2CC1C2(C)C,C=C[C@](C)(O)CCC=C(C)C,Cc1ccc(C(C)C)c(O)c1,COC(=O)c1ccccc1O,CCCC(=O)O,CCCCC(=O)OCC,CC(=O)C(=O)O,O=C(O)Cc1ccccc1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C=C(C)[C@H]1CC=C(C)CC1,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,CCCC=O,c1ccsc1,Cc1ccc(OC(=O)C(C)C)cc1,CCCCC(=O)O,C=CCc1ccc(O)c(OC)c1,CC=O,OCCc1ccccc1,CC(=O)C(C)O,CCCCCCOC(=O)CCCCC,Cc1c[nH]c2ccccc12,CCCC(=O)OC,CCCCCCCCCCC=O,C=C1CC[C@H]2C[C@@H]1C2(C)C,COC(OC)C(C)c1ccccc1,,,,,,,,,,,,,,30
Bushdid,370,30,False,,CCCCCCCCC(C)=O,CC/C=C1\OC(=O)c2ccccc21,C#Cc1ccccc1,Cc1ccc2ncccc2c1,CCCCCC1CCC(=O)O1,CCCCCCCC(=O)OCC,COC(=O)c1ccccc1,CCOC(=O)CCC(=O)OCC,CCc1ccc(O)c(OC)c1,OC1CCCCC1,CCCO,CSSSC,CCOC(=O)CC,CC(C)c1ccc(C=O)cc1,COc1ccc(C=O)cc1,Cc1ccc(C(C)C)cc1,c1ccc2[nH]ccc2c1,CCCCCC(C)=O,CCCCC/C=C/C=C/C=O,CCC(=O)OC,CCCCCCC=O,CCCC(C)O,CC1=CC(=O)CC(C)(C)C1,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,CCOC(=O)C1OC1(C)c1ccccc1,CC(C)=CCC/C(C)=C/CO,CCCCCCCC(=O)OC,CCCCCCCCCC(=O)OCC,SCc1ccco1,COc1ccccc1,,,,,,,,,,,,,,30
Bushdid,371,10,False,,C1CCSC1,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,CCOC(=O)CC,CCOC(=O)CCC(=O)OCC,COC(=O)c1ccccc1O,CCCCCCCCCC(=O)OCC,CC1CCC(=O)O1,C=CCc1ccc(O)c(OC)c1,CC(=O)C(C)O,CCCCCOC(=O)CCCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,372,10,False,,C1CCSC1,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,CCOC(=O)CC,CCOC(=O)CCC(=O)OCC,COC(=O)c1ccccc1O,CCCCCCCCCC(=O)OCC,CC1CCC(=O)O1,C=CCc1ccc(O)c(OC)c1,CC(=O)C(C)O,OCCc1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,373,10,False,,CCCCCCC=O,CC/C=C1\OC(=O)c2ccccc21,Cc1ccc(C(C)C)cc1,CCCCCCCCCC(=O)O,CCCCNCCCC,Cc1ccc(O)cc1,CCCC(=O)OCC,CCCCCCCCCCC=O,CC1=CCC2CC1C2(C)C,CC(C)O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,374,10,False,,CCCCCCC=O,CC/C=C1\OC(=O)c2ccccc21,Cc1ccc(C(C)C)cc1,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,CCC(=O)OC,CCCC(C)O,CC(=O)C(C)O,CCCCCC(C)O,C=CCCC(=O)O,COC(=O)c1ccccc1N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,375,10,False,,O=C(O)Cc1ccccc1,CC12CCC(CC1)C(C)(C)O2,COC(OC)C(C)c1ccccc1,COc1ccc(C)cc1,CCOC(=O)c1ccccc1,CN(C)C,C=CCCCCCCCCC(=O)O,CC(C)(O)CCc1ccccc1,Cc1ccccc1,CC(C)C(=O)O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,376,10,False,,O=C(O)Cc1ccccc1,CC12CCC(CC1)C(C)(C)O2,COC(OC)C(C)c1ccccc1,COc1ccc(C)cc1,CCOC(=O)c1ccccc1,CN(C)C,CC(C)CC=O,CCCC(=O)CC,CCCC(C)O,CCCCCCCC(C)O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,377,20,False,,CCC(C)S,CC=O,CCCCCCCCCC(=O)O,C=CCc1ccc(O)c(OC)c1,CCCC(=O)O,Cc1ccc(O)cc1,CCOC(=O)c1ccccc1,CC(=O)C(=O)O,CCOC(=O)CCC(=O)OCC,CCOC=O,c1ccc2[nH]ccc2c1,CCCSCCC,CC(=O)Oc1ccc(C)cc1,CC(=O)O,Cc1ccc(C(C)C)cc1,CCCCCCCC1CCC(=O)O1,CC(=O)C=C(C)C,CC(O)C(=O)O,CCCCCCCCC(C)=O,CCOC(=O)CC,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,378,20,False,,CCC(C)S,CC=O,CCCCCCCCCC(=O)O,C=CCc1ccc(O)c(OC)c1,CCCC(=O)O,Cc1ccc(O)cc1,CCOC(=O)c1ccccc1,CC(=O)C(=O)O,CCOC(=O)CCC(=O)OCC,CCOC=O,CCCCCCOC(=O)CCCCC,CCCCCCCC(=O)OC,CCOC(=O)C1OC1(C)c1ccccc1,OCCc1ccccc1,CC(C)=O,CCCC(C)O,C=CC(O)CCCCC,O=Cc1ccccc1,CCCC(=O)SC,CC1=CCC2CC1C2(C)C,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,379,30,False,,CCCCOC(C)=O,COc1ccc(C)cc1,CCOC=O,CCCO,CCOC(=O)C1OC1(C)c1ccccc1,CCCCCCCCCOC(C)=O,CCCCCCCC=O,CC1CCC(=O)O1,Cc1ccccc1,Cc1c[nH]c2ccccc12,O=Cc1ccccc1,CC=O,c1ccc(Oc2ccccc2)cc1,c1ccc2[nH]ccc2c1,C=CC(O)CCCCC,CCCCCOC(=O)CCCC,CCCCCCCC(=O)OCC,COC(=O)c1ccccc1N,SCc1ccco1,C=CCCCCCCCCC(=O)O,CC(=O)c1ccccc1,CCCC(O)CC,CCCCCCC=O,CCCS,CCC(=O)OC,CC(=O)Oc1ccc(C)cc1,CCCC(=O)OC(C)(C)Cc1ccccc1,CCCSCCC,C#Cc1ccccc1,CC(=O)OCCC(C)C,,,,,,,,,,,,,,30
Bushdid,380,30,False,,CCCCOC(C)=O,COc1ccc(C)cc1,CCOC=O,CCCO,CCOC(=O)C1OC1(C)c1ccccc1,CCCCCCCCCOC(C)=O,CCCCCCCC=O,CC1CCC(=O)O1,Cc1ccccc1,Cc1c[nH]c2ccccc12,O=Cc1ccccc1,CC=O,c1ccc(Oc2ccccc2)cc1,c1ccc2[nH]ccc2c1,C=CC(O)CCCCC,CCCCCOC(=O)CCCC,CCCCCCCC(=O)OCC,COC(=O)c1ccccc1N,SCc1ccco1,C=CCCCCCCCCC(=O)O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,CCCCC(=O)O,COC(OC)C(C)c1ccccc1,CCCCCCCCCC(=O)OCC,CC(O)C(=O)O,CCCCCC(C)O,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,c1ccsc1,CCCCSCCCC,,,,,,,,,,,,,,30
Bushdid,381,10,False,,CC(C)CC=O,CC(C)c1ccc(C=O)cc1,CCCCCCCC(C)O,C=C(C)[C@H]1CC=C(C)CC1,CCCCCOC(=O)CCCC,CC(=O)Oc1ccc(C)cc1,CCCC(=O)OC(C)(C)Cc1ccccc1,CC(C)=CCCC(C)C=O,C=C1CC[C@H]2C[C@@H]1C2(C)C,CCCC(=O)SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,382,10,False,,CC(C)CC=O,CC(C)c1ccc(C=O)cc1,CCCCCCCC(C)O,C=C(C)[C@H]1CC=C(C)CC1,CCCCCOC(=O)CCCC,CC(=O)Oc1ccc(C)cc1,CCCC(=O)OC(C)(C)Cc1ccccc1,CC(C)=CCCC(C)C=O,C=C1CC[C@H]2C[C@@H]1C2(C)C,CCCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,383,20,False,,C=C[C@](C)(O)CCC=C(C)C,CC(C)c1ccc(C=O)cc1,CCCCCCCCCC(=O)O,CCCCSCCCC,OC1CCCCC1,CC(=O)c1ccccn1,CC(C)=O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,O=C/C=C/c1ccccc1,CCCCCCCC1CCC(=O)O1,c1ccsc1,CC(C)CC=O,CC1=CC(=O)CC(C)(C)C1,CCCC(=O)OC,CSSC,CCCC(=O)OCC,Cc1ccc(OC(=O)C(C)C)cc1,CCCCCC1CCC(=O)O1,CC12CCC(CC1)C(C)(C)O2,CC(C)=CCCC(C)C=O,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,384,20,False,,C=C[C@](C)(O)CCC=C(C)C,CC(C)c1ccc(C=O)cc1,CCCCCCCCCC(=O)O,CCCCSCCCC,OC1CCCCC1,CC(=O)c1ccccn1,CC(C)=O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,O=C/C=C/c1ccccc1,CCCCCCCC1CCC(=O)O1,c1ccsc1,CC(C)CC=O,CC1=CC(=O)CC(C)(C)C1,CCCC(=O)OC,CSSC,C=CC(O)CC,CCCCCCCC(C)O,CCCCC(=O)OCC,COC(=O)c1ccccc1O,CCCC(=O)O,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,385,10,False,,O=Cc1ccccc1,OCCc1ccccc1,CCCCCC(=O)OCC,CCCCCCCC1CCC(=O)O1,CCCCC/C=C/C=C/C=O,CCCCCCCCC(C)=O,CCOC=O,CC(C)C=O,CCCS,CC(C)=CCC/C(C)=C/CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,386,10,False,,O=Cc1ccccc1,OCCc1ccccc1,CCCCCC(=O)OCC,CCCCCCCC1CCC(=O)O1,CCCCC/C=C/C=C/C=O,CCCCCCCCC(C)=O,CC(=O)C(=O)O,CC(C)CC=O,CCCC(C)O,CCOC(=O)c1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,387,20,False,,O=Cc1ccccc1,Cc1ccc2ncccc2c1,CCCCCOC(=O)CCC,c1ccsc1,CC(C)CC(=O)O,CCCCNCCCC,CC(CC=O)CCCC(C)(C)O,CCCCCC(=O)O,CCCSCCC,OCCc1ccccc1,CC12CCC(CC1)C(C)(C)O2,CCOC(=O)C(C)O,Cc1ccc(C(C)C)c(O)c1,CSSSC,CC1CCC(=O)O1,C1CCSC1,CC(C)=CCC/C(C)=C/CO,C=CC(O)CCCCC,CCCC(=O)SC,CCCCCC=O,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,388,20,False,,c1ccc(Oc2ccccc2)cc1,CCCCCCCCCC(=O)O,CCCCCCCC=O,Cc1ccccc1C=O,CCCC(=O)CC,CC(=O)c1ccccc1,Cc1c[nH]c2ccccc12,CC(C)=O,CC(C)(O)CCc1ccccc1,CC(O)C(=O)O,CCCCCCCCCC(=O)OCC,CCCCCC(C)O,CC(=O)C(=O)O,CCCCCC1CCC(=O)O1,O=C(O)Cc1ccccc1,CCCC(O)CC,CC(=O)OCCC(C)C,OC1CCCCC1,CC(C)c1ccc(C=O)cc1,CCCCCCCCCCC=O,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,389,20,False,,C=C[C@](C)(O)CCC=C(C)C,CSSC,Cc1ccc(C(C)C)cc1,Cc1ccccc1C=O,CCCC(O)CC,CC(=O)c1ccccn1,CCCC(=O)OC(C)(C)Cc1ccccc1,CCCC=O,CCCCC(=O)O,CCCC(=O)OCC,C=CCc1ccc(O)c(OC)c1,COc1ccc(C=O)cc1,CC(C)=CCC/C(C)=C/CO,CCC/C=C/C=O,Cc1ccc2ncccc2c1,CCCC(=O)O,C1CCSC1,Cc1ccc(C(C)C)c(O)c1,c1ccc2[nH]ccc2c1,CC(=O)C(C)O,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,390,20,False,,CCCCSCCCC,CCCC(=O)SC,Cc1nccnc1C,CCCCCCCC1CCC(=O)O1,Cc1ccccc1,CCCCCCCCC(C)=O,CC(=O)C=C(C)C,CC=O,CCCC(C)O,C#Cc1ccccc1,CCCCC(=O)OCC,CC(=O)C(=O)O,CCCCCCCCCC(=O)OCC,C=CCCCCCCCCC(=O)O,OCCc1ccccc1,COC(=O)c1ccccc1,CC(C)=CCCC(C)C=O,CCOC(=O)C1OC1(C)c1ccccc1,CCCCCC(C)O,COC(=O)c1ccccc1O,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,391,30,False,,CC(C)C(=O)O,O=C/C=C/c1ccccc1,CCCCCOC(=O)CCC,CC(C)O,CCOC=O,CC(=O)O,CCOC(=O)CCC(=O)OCC,CCCCCCCC(=O)OCC,COc1ccccc1,CCCCCCO,CC(C)CC(=O)O,CCCCC(=O)OCC,CC1=CC[C@@H](C(C)(C)O)CC1,CCCSCCC,CCCCCCCCC(C)=O,CCCCCCCC=O,C=CCCC(=O)O,CCOC(=O)C1OC1(C)c1ccccc1,Cc1ccc(O)cc1,CCCCOC(C)=O,COC(OC)C(C)c1ccccc1,CCCC(=O)OC,CCCCCCC=O,CC(CC=O)CCCC(C)(C)O,C1CCSC1,CC(=O)OCCC(C)C,CCCC(O)CC,Cc1ccc(OC(=O)C(C)C)cc1,OCCc1ccccc1,CC(=O)C(C)O,,,,,,,,,,,,,,30
Bushdid,392,30,False,,CC(C)C(=O)O,O=C/C=C/c1ccccc1,CCCCCOC(=O)CCC,CC(C)O,CCOC=O,CC(=O)O,CCOC(=O)CCC(=O)OCC,CCCCCCCC(=O)OCC,COc1ccccc1,CCCCCCO,CC(C)CC(=O)O,CCCCC(=O)OCC,CC1=CC[C@@H](C(C)(C)O)CC1,CCCSCCC,CCCCCCCCC(C)=O,CCCCCCCC=O,C=CCCC(=O)O,CCOC(=O)C1OC1(C)c1ccccc1,Cc1ccc(O)cc1,CCCCOC(C)=O,COC(OC)C(C)c1ccccc1,CCCC(=O)OC,CCCCCCC=O,CC(CC=O)CCCC(C)(C)O,C1CCSC1,CC(=O)OCCC(C)C,CCCC(O)CC,Cc1ccc(OC(=O)C(C)C)cc1,OCCc1ccccc1,C=CCCCCCCCCC(=O)O,,,,,,,,,,,,,,30
Bushdid,393,20,False,,CC(C)CC(=O)O,CCCCCCOC(=O)CCCCC,COc1ccc(C)cc1,CCCCSCCCC,COC(OC)C(C)c1ccccc1,CCC/C=C/C=O,C1CCSC1,COC(=O)c1ccccc1N,CCOC(=O)CCC(=O)OCC,CCCCC(=O)O,CCCC(=O)OC(C)(C)Cc1ccccc1,CC(=O)OCCC(C)C,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,CCc1ccc(O)c(OC)c1,CSC,CCCCCCCCCOC(C)=O,CC(C)CCOC(=O)Cc1ccccc1,CC(C)O,CC(=O)C(C)O,C=CCCC(=O)O,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,394,20,False,,CC(C)CC(=O)O,CCCCCCOC(=O)CCCCC,COc1ccc(C)cc1,CCCCSCCCC,COC(OC)C(C)c1ccccc1,c1ccc2[nH]ccc2c1,CCCCCC1CCC(=O)O1,CCCCCOC(=O)CCCC,CCCCCCCC(C)O,CSSC,CSSSC,CCCC(C)O,CCCCCOC(=O)CCC,CC=O,COc1ccccc1O,c1ccc(Oc2ccccc2)cc1,CCCC(=O)O,CCCC(=O)OC,C#Cc1ccccc1,OC1CCCCC1,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,395,20,False,,CC(C)CC=O,C=C1CC[C@H]2C[C@@H]1C2(C)C,COC(=O)c1ccccc1,COc1ccc(C=O)cc1,CC(=O)O,CSCSC,CC1=CCC(C(C)C)C=C1,CCCCCCC=O,Cc1ccc(OC(=O)C(C)C)cc1,CCC(C)S,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCC(=O)OCC,CC1CCC(=O)O1,CC(C)=CCC/C(C)=C/CO,CCCCCOC(C)=O,Cc1ccc(O)cc1,c1ccsc1,CC12CCC(CC1)C(C)(C)O2,CC(O)C(=O)O,CCCC(C)O,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,396,20,False,,CC(C)CC=O,C=C1CC[C@H]2C[C@@H]1C2(C)C,COC(=O)c1ccccc1,COc1ccc(C=O)cc1,CC(=O)O,Cc1ccccc1C=O,CCCCCCCC=O,OCCc1ccccc1,CCCCCC(C)O,Cc1ccc2ncccc2c1,CCCC(=O)SC,CC(C)CC(=O)O,CC(=O)C(C)O,CCCCOC(C)=O,CSC,CC/C=C1\OC(=O)c2ccccc21,CCCS,CC=O,CCOC=O,C=CCCC(=O)O,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,397,10,False,,CCCCCC(=O)OCC,CCC/C=C/C=O,CCCCC(=O)O,CC(C)CC=O,Cc1ccc2ncccc2c1,CCCCCCO,CC(C)=CCC/C(C)=C/CO,CCCCCCOC(=O)CCCCC,CCCC(=O)CC,COc1ccc(C=O)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,398,10,False,,CCCCCC(=O)OCC,CCC/C=C/C=O,CCCCC(=O)O,Cc1cc(O)c(C(C)C)cc1Cl,CCCCCC=O,CCCC(C)O,CC(C)=CCC[C@H](C)CCO,Cc1nccnc1C,CCCCCCCCCCC=O,CC(=O)C(=O)O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,399,30,False,,CCc1cnccn1,CC1=CC(=O)CC(C)(C)C1,CC1=CCC(C(C)C)C=C1,CCOC(=O)C1OC1(C)c1ccccc1,CC1=CCC2CC1C2(C)C,OCCc1ccccc1,CSC,CCCCCOC(=O)CCC,CC(=O)Oc1ccc(C)cc1,Cc1ccc2ncccc2c1,CCCCCCCC(C)O,Cc1cc(O)c(C(C)C)cc1Cl,Cc1ccc(OC(=O)C(C)C)cc1,Cc1ccc(C(C)C)c(O)c1,CSSSC,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,C=CCCCCCCCCC(=O)O,CCCCCC(C)=O,O=C(O)Cc1ccccc1,CC(=O)OCCc1ccccc1,CC(=O)C(C)O,CCCCCCCCCCC=O,SCc1ccco1,CCCCSCCCC,CC(C)=CCC[C@H](C)CCO,CCCCCCO,COC(=O)c1ccccc1,CC(CC=O)CCCC(C)(C)O,c1ccc(Oc2ccccc2)cc1,CCCCOC(C)=O,,,,,,,,,,,,,,30
Bushdid,400,30,False,,CCCC(=O)SC,CCCCCC(=O)O,CCCCC/C=C/C=C/C=O,CC(=O)c1ccccc1,CC(C)CCOC(=O)Cc1ccccc1,CCOC(=O)C(C)O,CCCCCOC(=O)CCCC,CCOC(=O)c1ccccc1,CC(C)c1ccc(C=O)cc1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C#Cc1ccccc1,CCCCCCCC(=O)OC,C=CC(O)CC,CC(C)=O,CC(=O)O,COc1ccccc1O,CC(=O)C=C(C)C,CCCCCC=O,CC=O,C=CCCC(=O)O,Cc1ccc(C(C)C)cc1,C=C(C)[C@H]1CC=C(C)CC1,CSCSC,CN(C)C,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,CC(C)O,CC12CCC(CC1)C(C)(C)O2,CC(=O)OCCC(C)C,CC1CCC(=O)O1,CC(C)CC(=O)O,,,,,,,,,,,,,,30
Bushdid,401,30,False,,CC1=CC(=O)CC(C)(C)C1,Cc1ccc(OC(=O)C(C)C)cc1,CCCCCCO,C1CCSC1,CCc1ccc(O)c(OC)c1,CC(C)CCOC(=O)Cc1ccccc1,CCCCCCCCCC(=O)O,CC(=O)OCCc1ccccc1,Cc1ccc(C(C)C)cc1,CC(C)CC(=O)O,CCc1cnccn1,CC(C)=CCCC(C)C=O,CC1=CCC(C(C)C)C=C1,CSSSC,CCCCCCCCCCC=O,CC(C)CC=O,CC(=O)c1ccccc1,CC12CCC(CC1)C(C)(C)O2,CC(C)=CCC/C(C)=C/CO,Cc1ccc(C(C)C)c(O)c1,CC(O)C(=O)O,CCCCNCCCC,O=C/C=C/c1ccccc1,CCCCCCCCC(C)=O,CCCCC(=O)O,OCCc1ccccc1,CCCCCOC(=O)CCCC,CC(C)C(=O)O,COc1ccccc1O,Cc1c[nH]c2ccccc12,,,,,,,,,,,,,,30
Bushdid,402,30,False,,CCCC(=O)OC(C)(C)Cc1ccccc1,Cc1cc(O)c(C(C)C)cc1Cl,CCCC(=O)CC,CC=O,CN(C)C,COc1ccc(C=O)cc1,CCCCCC(=O)OCC,CCC(=O)OC,CCCCCCC=O,CSCSC,C=CCc1ccc(O)c(OC)c1,CCOC(=O)C(C)O,COc1ccccc1,CC(C)=O,CC1=CCC2CC1C2(C)C,COc1ccc(C)cc1,CCCO,C=C1CC[C@H]2C[C@@H]1C2(C)C,Cc1ccccc1C=O,CCCCCC(=O)O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CSSC,CC(C)=CCC[C@H](C)CCO,CCCCCCCC=O,COC(=O)c1ccccc1,CCCSCCC,CC1CCC(=O)O1,CCCCCOC(C)=O,Cc1ccccc1,CCCCCCCC(=O)OC,,,,,,,,,,,,,,30
Bushdid,403,10,False,,CC1=CC(=O)CC(C)(C)C1,Cc1ccc(C(C)C)cc1,CCCC(=O)CC,CCCCCCC=O,SCc1ccco1,CCCCCCOC(=O)CCCCC,CCCCCCCCC(C)=O,Cc1c[nH]c2ccccc12,CC(C)CCOC(=O)Cc1ccccc1,CCOC(=O)CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,404,10,False,,CC12CCC(CC1)C(C)(C)O2,CC(C)=O,CCCC(C)O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCC(=O)OC,COC(=O)c1ccccc1,C=C(C)[C@H]1CC=C(C)CC1,CC(=O)OCCC(C)C,CCCCSCCCC,CCCCCCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,405,20,False,,CCCCSCCCC,C=C1CC[C@H]2C[C@@H]1C2(C)C,CC(=O)OCCC(C)C,C#Cc1ccccc1,CCCCNCCCC,CCCC(O)CC,O=Cc1ccccc1,CCCC(=O)OC,CCCC(=O)CC,Cc1ccc(C(C)C)c(O)c1,CN(C)C,CCOC(=O)C(C)O,CC(C)CC=O,Cc1cc(O)c(C(C)C)cc1Cl,CSSSC,CC(CC=O)CCCC(C)(C)O,CC12CCC(CC1)C(C)(C)O2,C=C(C)[C@H]1CC=C(C)CC1,COc1ccc(C)cc1,Cc1ccc(O)cc1,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,406,20,False,,CCCCSCCCC,C=C1CC[C@H]2C[C@@H]1C2(C)C,CC(=O)OCCC(C)C,C#Cc1ccccc1,CCCCNCCCC,CCCC(O)CC,O=Cc1ccccc1,CCCC(=O)OC,CCCC(=O)CC,Cc1ccc(C(C)C)c(O)c1,CN(C)C,CCOC(=O)C(C)O,CC(C)CC=O,Cc1cc(O)c(C(C)C)cc1Cl,CSSSC,CCCCCC(C)=O,CC(=O)c1ccccc1,CC(=O)OCCc1ccccc1,CCCCCCC=O,CC(C)=CCCC(C)C=O,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,407,10,False,,C=C[C@](C)(O)CCC=C(C)C,CC(=O)c1ccccn1,CCCCCC(C)O,CC(C)C=O,Cc1cc(O)c(C(C)C)cc1Cl,COc1ccc(C)cc1,CCCCCOC(=O)CCC,CC(O)C(=O)O,CCCCCCCC(C)O,COc1ccccc1O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,408,10,False,,C=C[C@](C)(O)CCC=C(C)C,CC(=O)c1ccccn1,CCCCCC(C)O,CC(C)C=O,Cc1cc(O)c(C(C)C)cc1Cl,COc1ccc(C)cc1,C=C1CC[C@H]2C[C@@H]1C2(C)C,CCCC(O)CC,CCCC(C)O,Cc1ccc(C(C)C)c(O)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
