Dataset,Mixture Label,smi_0,smi_1,smi_2,smi_3,smi_4,smi_5,smi_6,smi_7,smi_8,smi_9,smi_10,smi_11,smi_12,smi_13,smi_14,smi_15,smi_16,smi_17,smi_18,smi_19,smi_20,smi_21,smi_22,smi_23,smi_24,smi_25,smi_26,smi_27,smi_28,smi_29,smi_30,smi_31,smi_32,smi_33,smi_34,smi_35,smi_36,smi_37,smi_38,smi_39,smi_40,smi_41,smi_42
Bushdid,360,CC(O)C(=O)O,C=C(C)[C@H]1CC=C(C)CC1,C#Cc1ccccc1,COC(=O)c1ccccc1,CCC(C)S,CCOC(=O)c1ccccc1,CSSSC,CC1=CC(=O)CC(C)(C)C1,CC(C)CC=O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CSC,CCc1ccc(O)c(OC)c1,CCCC(=O)OC(C)(C)Cc1ccccc1,CCC/C=C/C=O,Cc1ccc(O)cc1,Cc1ccccc1,OCCc1ccccc1,Cc1ccc(C(C)C)cc1,CC(=O)c1ccccn1,CC(C)O,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,361,Cc1ccc2ncccc2c1,CCCS,CCCCCCCCCOC(C)=O,CCCCCCCCCC(=O)O,CC(=O)OCCC(C)C,CCc1ccc(O)c(OC)c1,CCCCCCCC=O,CCCC(=O)CC,Cc1ccc(C(C)C)c(O)c1,CCCC(=O)OC(C)(C)Cc1ccccc1,Cc1ccc(OC(=O)C(C)C)cc1,CCCCCC(C)=O,CCCCCC(=O)OCC,CCCCCCCC(=O)OCC,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CC12CCC(CC1)C(C)(C)O2,C1CCSC1,CC(C)C(=O)O,CCc1cnccn1,CCCCOC(C)=O,CC(CC=O)CCCC(C)(C)O,CCCCCCCC1CCC(=O)O1,CC(=O)c1ccccc1,Cc1ccccc1C=O,CCCCNCCCC,CCCC(=O)OCC,CC1CCC(=O)O1,COc1ccc(C=O)cc1,CCCCCCCCCCC=O,CN(C)C,,,,,,,,,,,,,
Bushdid,362,Cc1ccc2ncccc2c1,CCCS,CCCCCCCCCOC(C)=O,CCCCCCCCCC(=O)O,CC(=O)OCCC(C)C,CCc1ccc(O)c(OC)c1,CCCCCCCC=O,CCCC(=O)CC,Cc1ccc(C(C)C)c(O)c1,CCCC(=O)OC(C)(C)Cc1ccccc1,CCCC(=O)O,COc1ccc(C)cc1,C=CC(O)CC,C=CCCCCCCCCC(=O)O,CCCCCCCC(C)O,Cc1ccc(C(C)C)cc1,CC(C)CC(=O)O,CCCCCOC(C)=O,CC(C)CCOC(=O)Cc1ccccc1,c1ccc2[nH]ccc2c1,CCCCC(=O)O,CC(=O)O,CC(C)=CCC/C(C)=C/CO,Cc1ccc(O)cc1,CCCCCC=O,CC(O)C(=O)O,CC(C)=O,CCCC=O,CCCSCCC,CC(=O)C=C(C)C,,,,,,,,,,,,,
Bushdid,363,O=C(O)Cc1ccccc1,CCCC=O,CCCCCCCCCCC=O,CCCC(=O)OCC,CCCCCC(=O)O,CCOC(=O)C(C)O,CSCSC,Cc1ccc(C(C)C)cc1,OC1CCCCC1,CC(C)C(=O)O,CCC/C=C/C=O,CCCCC/C=C/C=C/C=O,CCc1cnccn1,COc1ccccc1O,COc1ccc(C)cc1,CCCCCCCCCC(=O)O,CC(C)CC=O,CCCCCC(=O)OCC,C=CC(O)CCCCC,CCCCCOC(=O)CCCC,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,364,O=C(O)Cc1ccccc1,CCCC=O,CCCCCCCCCCC=O,CCCC(=O)OCC,CCCCCC(=O)O,CCCCCCC=O,CCCC(C)O,CC(C)=CCC/C(C)=C/CO,CCCCCCCC(C)O,COC(=O)c1ccccc1,CC(C)O,CCCCCCCC=O,COc1ccccc1,CCCCCCOC(=O)CCCCC,CC(O)C(=O)O,Cc1ccc(C(C)C)c(O)c1,CCCCCC(C)O,CCCC(=O)OC(C)(C)Cc1ccccc1,COC(=O)c1ccccc1O,C=CCCCCCCCCC(=O)O,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,365,CCCCCOC(=O)CCC,CC(=O)OCCc1ccccc1,COC(OC)C(C)c1ccccc1,CC(C)CC(=O)O,CC1CCC(=O)O1,CCOC(=O)C1OC1(C)c1ccccc1,Cc1ccccc1C=O,CCc1cnccn1,COC(=O)c1ccccc1O,COc1ccccc1,OCCc1ccccc1,CCCCCCOC(=O)CCCCC,CCCCCCCC(C)O,CCCCNCCCC,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,CCCCCC(C)=O,CC(=O)C(=O)O,COC(=O)c1ccccc1N,C=C1CC[C@H]2C[C@@H]1C2(C)C,COc1ccc(C)cc1,CC12CCC(CC1)C(C)(C)O2,CC(=O)O,CC(C)=CCCC(C)C=O,CCCCCCCCCCC=O,CCCCCC(=O)OCC,CC(C)CC=O,CCCC(=O)OCC,CC1=CCC2CC1C2(C)C,CC(=O)Oc1ccc(C)cc1,Cc1ccc2ncccc2c1,,,,,,,,,,,,,
Bushdid,366,CCCCCOC(=O)CCC,CC(=O)OCCc1ccccc1,COC(OC)C(C)c1ccccc1,CC(C)CC(=O)O,CC1CCC(=O)O1,CCOC(=O)C1OC1(C)c1ccccc1,Cc1ccccc1C=O,CCc1cnccn1,COC(=O)c1ccccc1O,COc1ccccc1,OCCc1ccccc1,CCCCCCOC(=O)CCCCC,CCCCCCCC(C)O,CCCCNCCCC,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,CCCCCC(C)=O,CC(=O)C(=O)O,COC(=O)c1ccccc1N,C=C1CC[C@H]2C[C@@H]1C2(C)C,COc1ccc(C)cc1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,CC(C)C=O,CCCCCC(=O)O,CCOC(=O)c1ccccc1,COc1ccc(C=O)cc1,CCCCCCCCC(C)=O,CCOC=O,CSC,CC(=O)OCCC(C)C,,,,,,,,,,,,,
Bushdid,367,CC(O)C(=O)O,COc1ccc(C=O)cc1,CSSSC,O=C/C=C/c1ccccc1,CN(C)C,Cc1nccnc1C,CCCCCCCCCC(=O)O,CCC/C=C/C=O,CCc1cnccn1,CC(=O)c1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,368,CC(O)C(=O)O,COc1ccc(C=O)cc1,CSSSC,O=C/C=C/c1ccccc1,CN(C)C,Cc1nccnc1C,CC(C)(O)CCc1ccccc1,C=CC(O)CCCCC,CCCC(C)O,Cc1ccccc1C=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,369,CCCC(=O)SC,CC(C)CC=O,CCCCNCCCC,CCCSCCC,CSCSC,CC1=CCC2CC1C2(C)C,C=C[C@](C)(O)CCC=C(C)C,Cc1ccc(C(C)C)c(O)c1,COC(=O)c1ccccc1O,CCCC(=O)O,CCCCC(=O)OCC,CC(=O)C(=O)O,O=C(O)Cc1ccccc1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C=C(C)[C@H]1CC=C(C)CC1,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,CCCC=O,c1ccsc1,Cc1ccc(OC(=O)C(C)C)cc1,CCCCC(=O)O,C=CCc1ccc(O)c(OC)c1,CC=O,OCCc1ccccc1,CC(=O)C(C)O,CCCCCCOC(=O)CCCCC,Cc1c[nH]c2ccccc12,CCCC(=O)OC,CCCCCCCCCCC=O,C=C1CC[C@H]2C[C@@H]1C2(C)C,COC(OC)C(C)c1ccccc1,,,,,,,,,,,,,
Bushdid,370,CCCCCCCCC(C)=O,CC/C=C1\OC(=O)c2ccccc21,C#Cc1ccccc1,Cc1ccc2ncccc2c1,CCCCCC1CCC(=O)O1,CCCCCCCC(=O)OCC,COC(=O)c1ccccc1,CCOC(=O)CCC(=O)OCC,CCc1ccc(O)c(OC)c1,OC1CCCCC1,CCCO,CSSSC,CCOC(=O)CC,CC(C)c1ccc(C=O)cc1,COc1ccc(C=O)cc1,Cc1ccc(C(C)C)cc1,c1ccc2[nH]ccc2c1,CCCCCC(C)=O,CCCCC/C=C/C=C/C=O,CCC(=O)OC,CCCCCCC=O,CCCC(C)O,CC1=CC(=O)CC(C)(C)C1,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,CCOC(=O)C1OC1(C)c1ccccc1,CC(C)=CCC/C(C)=C/CO,CCCCCCCC(=O)OC,CCCCCCCCCC(=O)OCC,SCc1ccco1,COc1ccccc1,,,,,,,,,,,,,
Bushdid,371,C1CCSC1,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,CCOC(=O)CC,CCOC(=O)CCC(=O)OCC,COC(=O)c1ccccc1O,CCCCCCCCCC(=O)OCC,CC1CCC(=O)O1,C=CCc1ccc(O)c(OC)c1,CC(=O)C(C)O,CCCCCOC(=O)CCCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,372,C1CCSC1,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,CCOC(=O)CC,CCOC(=O)CCC(=O)OCC,COC(=O)c1ccccc1O,CCCCCCCCCC(=O)OCC,CC1CCC(=O)O1,C=CCc1ccc(O)c(OC)c1,CC(=O)C(C)O,OCCc1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,373,CCCCCCC=O,CC/C=C1\OC(=O)c2ccccc21,Cc1ccc(C(C)C)cc1,CCCCCCCCCC(=O)O,CCCCNCCCC,Cc1ccc(O)cc1,CCCC(=O)OCC,CCCCCCCCCCC=O,CC1=CCC2CC1C2(C)C,CC(C)O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,374,CCCCCCC=O,CC/C=C1\OC(=O)c2ccccc21,Cc1ccc(C(C)C)cc1,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,CCC(=O)OC,CCCC(C)O,CC(=O)C(C)O,CCCCCC(C)O,C=CCCC(=O)O,COC(=O)c1ccccc1N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,375,O=C(O)Cc1ccccc1,CC12CCC(CC1)C(C)(C)O2,COC(OC)C(C)c1ccccc1,COc1ccc(C)cc1,CCOC(=O)c1ccccc1,CN(C)C,C=CCCCCCCCCC(=O)O,CC(C)(O)CCc1ccccc1,Cc1ccccc1,CC(C)C(=O)O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,376,O=C(O)Cc1ccccc1,CC12CCC(CC1)C(C)(C)O2,COC(OC)C(C)c1ccccc1,COc1ccc(C)cc1,CCOC(=O)c1ccccc1,CN(C)C,CC(C)CC=O,CCCC(=O)CC,CCCC(C)O,CCCCCCCC(C)O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,377,CCC(C)S,CC=O,CCCCCCCCCC(=O)O,C=CCc1ccc(O)c(OC)c1,CCCC(=O)O,Cc1ccc(O)cc1,CCOC(=O)c1ccccc1,CC(=O)C(=O)O,CCOC(=O)CCC(=O)OCC,CCOC=O,c1ccc2[nH]ccc2c1,CCCSCCC,CC(=O)Oc1ccc(C)cc1,CC(=O)O,Cc1ccc(C(C)C)cc1,CCCCCCCC1CCC(=O)O1,CC(=O)C=C(C)C,CC(O)C(=O)O,CCCCCCCCC(C)=O,CCOC(=O)CC,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,378,CCC(C)S,CC=O,CCCCCCCCCC(=O)O,C=CCc1ccc(O)c(OC)c1,CCCC(=O)O,Cc1ccc(O)cc1,CCOC(=O)c1ccccc1,CC(=O)C(=O)O,CCOC(=O)CCC(=O)OCC,CCOC=O,CCCCCCOC(=O)CCCCC,CCCCCCCC(=O)OC,CCOC(=O)C1OC1(C)c1ccccc1,OCCc1ccccc1,CC(C)=O,CCCC(C)O,C=CC(O)CCCCC,O=Cc1ccccc1,CCCC(=O)SC,CC1=CCC2CC1C2(C)C,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,379,CCCCOC(C)=O,COc1ccc(C)cc1,CCOC=O,CCCO,CCOC(=O)C1OC1(C)c1ccccc1,CCCCCCCCCOC(C)=O,CCCCCCCC=O,CC1CCC(=O)O1,Cc1ccccc1,Cc1c[nH]c2ccccc12,O=Cc1ccccc1,CC=O,c1ccc(Oc2ccccc2)cc1,c1ccc2[nH]ccc2c1,C=CC(O)CCCCC,CCCCCOC(=O)CCCC,CCCCCCCC(=O)OCC,COC(=O)c1ccccc1N,SCc1ccco1,C=CCCCCCCCCC(=O)O,CC(=O)c1ccccc1,CCCC(O)CC,CCCCCCC=O,CCCS,CCC(=O)OC,CC(=O)Oc1ccc(C)cc1,CCCC(=O)OC(C)(C)Cc1ccccc1,CCCSCCC,C#Cc1ccccc1,CC(=O)OCCC(C)C,,,,,,,,,,,,,
Bushdid,380,CCCCOC(C)=O,COc1ccc(C)cc1,CCOC=O,CCCO,CCOC(=O)C1OC1(C)c1ccccc1,CCCCCCCCCOC(C)=O,CCCCCCCC=O,CC1CCC(=O)O1,Cc1ccccc1,Cc1c[nH]c2ccccc12,O=Cc1ccccc1,CC=O,c1ccc(Oc2ccccc2)cc1,c1ccc2[nH]ccc2c1,C=CC(O)CCCCC,CCCCCOC(=O)CCCC,CCCCCCCC(=O)OCC,COC(=O)c1ccccc1N,SCc1ccco1,C=CCCCCCCCCC(=O)O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,CCCCC(=O)O,COC(OC)C(C)c1ccccc1,CCCCCCCCCC(=O)OCC,CC(O)C(=O)O,CCCCCC(C)O,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,c1ccsc1,CCCCSCCCC,,,,,,,,,,,,,
Bushdid,381,CC(C)CC=O,CC(C)c1ccc(C=O)cc1,CCCCCCCC(C)O,C=C(C)[C@H]1CC=C(C)CC1,CCCCCOC(=O)CCCC,CC(=O)Oc1ccc(C)cc1,CCCC(=O)OC(C)(C)Cc1ccccc1,CC(C)=CCCC(C)C=O,C=C1CC[C@H]2C[C@@H]1C2(C)C,CCCC(=O)SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,382,CC(C)CC=O,CC(C)c1ccc(C=O)cc1,CCCCCCCC(C)O,C=C(C)[C@H]1CC=C(C)CC1,CCCCCOC(=O)CCCC,CC(=O)Oc1ccc(C)cc1,CCCC(=O)OC(C)(C)Cc1ccccc1,CC(C)=CCCC(C)C=O,C=C1CC[C@H]2C[C@@H]1C2(C)C,CCCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,383,C=C[C@](C)(O)CCC=C(C)C,CC(C)c1ccc(C=O)cc1,CCCCCCCCCC(=O)O,CCCCSCCCC,OC1CCCCC1,CC(=O)c1ccccn1,CC(C)=O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,O=C/C=C/c1ccccc1,CCCCCCCC1CCC(=O)O1,c1ccsc1,CC(C)CC=O,CC1=CC(=O)CC(C)(C)C1,CCCC(=O)OC,CSSC,CCCC(=O)OCC,Cc1ccc(OC(=O)C(C)C)cc1,CCCCCC1CCC(=O)O1,CC12CCC(CC1)C(C)(C)O2,CC(C)=CCCC(C)C=O,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,384,C=C[C@](C)(O)CCC=C(C)C,CC(C)c1ccc(C=O)cc1,CCCCCCCCCC(=O)O,CCCCSCCCC,OC1CCCCC1,CC(=O)c1ccccn1,CC(C)=O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,O=C/C=C/c1ccccc1,CCCCCCCC1CCC(=O)O1,c1ccsc1,CC(C)CC=O,CC1=CC(=O)CC(C)(C)C1,CCCC(=O)OC,CSSC,C=CC(O)CC,CCCCCCCC(C)O,CCCCC(=O)OCC,COC(=O)c1ccccc1O,CCCC(=O)O,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,385,O=Cc1ccccc1,OCCc1ccccc1,CCCCCC(=O)OCC,CCCCCCCC1CCC(=O)O1,CCCCC/C=C/C=C/C=O,CCCCCCCCC(C)=O,CCOC=O,CC(C)C=O,CCCS,CC(C)=CCC/C(C)=C/CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,386,O=Cc1ccccc1,OCCc1ccccc1,CCCCCC(=O)OCC,CCCCCCCC1CCC(=O)O1,CCCCC/C=C/C=C/C=O,CCCCCCCCC(C)=O,CC(=O)C(=O)O,CC(C)CC=O,CCCC(C)O,CCOC(=O)c1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,387,O=Cc1ccccc1,Cc1ccc2ncccc2c1,CCCCCOC(=O)CCC,c1ccsc1,CC(C)CC(=O)O,CCCCNCCCC,CC(CC=O)CCCC(C)(C)O,CCCCCC(=O)O,CCCSCCC,OCCc1ccccc1,CC12CCC(CC1)C(C)(C)O2,CCOC(=O)C(C)O,Cc1ccc(C(C)C)c(O)c1,CSSSC,CC1CCC(=O)O1,C1CCSC1,CC(C)=CCC/C(C)=C/CO,C=CC(O)CCCCC,CCCC(=O)SC,CCCCCC=O,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,388,c1ccc(Oc2ccccc2)cc1,CCCCCCCCCC(=O)O,CCCCCCCC=O,Cc1ccccc1C=O,CCCC(=O)CC,CC(=O)c1ccccc1,Cc1c[nH]c2ccccc12,CC(C)=O,CC(C)(O)CCc1ccccc1,CC(O)C(=O)O,CCCCCCCCCC(=O)OCC,CCCCCC(C)O,CC(=O)C(=O)O,CCCCCC1CCC(=O)O1,O=C(O)Cc1ccccc1,CCCC(O)CC,CC(=O)OCCC(C)C,OC1CCCCC1,CC(C)c1ccc(C=O)cc1,CCCCCCCCCCC=O,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,389,C=C[C@](C)(O)CCC=C(C)C,CSSC,Cc1ccc(C(C)C)cc1,Cc1ccccc1C=O,CCCC(O)CC,CC(=O)c1ccccn1,CCCC(=O)OC(C)(C)Cc1ccccc1,CCCC=O,CCCCC(=O)O,CCCC(=O)OCC,C=CCc1ccc(O)c(OC)c1,COc1ccc(C=O)cc1,CC(C)=CCC/C(C)=C/CO,CCC/C=C/C=O,Cc1ccc2ncccc2c1,CCCC(=O)O,C1CCSC1,Cc1ccc(C(C)C)c(O)c1,c1ccc2[nH]ccc2c1,CC(=O)C(C)O,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,390,CCCCSCCCC,CCCC(=O)SC,Cc1nccnc1C,CCCCCCCC1CCC(=O)O1,Cc1ccccc1,CCCCCCCCC(C)=O,CC(=O)C=C(C)C,CC=O,CCCC(C)O,C#Cc1ccccc1,CCCCC(=O)OCC,CC(=O)C(=O)O,CCCCCCCCCC(=O)OCC,C=CCCCCCCCCC(=O)O,OCCc1ccccc1,COC(=O)c1ccccc1,CC(C)=CCCC(C)C=O,CCOC(=O)C1OC1(C)c1ccccc1,CCCCCC(C)O,COC(=O)c1ccccc1O,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,391,CC(C)C(=O)O,O=C/C=C/c1ccccc1,CCCCCOC(=O)CCC,CC(C)O,CCOC=O,CC(=O)O,CCOC(=O)CCC(=O)OCC,CCCCCCCC(=O)OCC,COc1ccccc1,CCCCCCO,CC(C)CC(=O)O,CCCCC(=O)OCC,CC1=CC[C@@H](C(C)(C)O)CC1,CCCSCCC,CCCCCCCCC(C)=O,CCCCCCCC=O,C=CCCC(=O)O,CCOC(=O)C1OC1(C)c1ccccc1,Cc1ccc(O)cc1,CCCCOC(C)=O,COC(OC)C(C)c1ccccc1,CCCC(=O)OC,CCCCCCC=O,CC(CC=O)CCCC(C)(C)O,C1CCSC1,CC(=O)OCCC(C)C,CCCC(O)CC,Cc1ccc(OC(=O)C(C)C)cc1,OCCc1ccccc1,CC(=O)C(C)O,,,,,,,,,,,,,
Bushdid,392,CC(C)C(=O)O,O=C/C=C/c1ccccc1,CCCCCOC(=O)CCC,CC(C)O,CCOC=O,CC(=O)O,CCOC(=O)CCC(=O)OCC,CCCCCCCC(=O)OCC,COc1ccccc1,CCCCCCO,CC(C)CC(=O)O,CCCCC(=O)OCC,CC1=CC[C@@H](C(C)(C)O)CC1,CCCSCCC,CCCCCCCCC(C)=O,CCCCCCCC=O,C=CCCC(=O)O,CCOC(=O)C1OC1(C)c1ccccc1,Cc1ccc(O)cc1,CCCCOC(C)=O,COC(OC)C(C)c1ccccc1,CCCC(=O)OC,CCCCCCC=O,CC(CC=O)CCCC(C)(C)O,C1CCSC1,CC(=O)OCCC(C)C,CCCC(O)CC,Cc1ccc(OC(=O)C(C)C)cc1,OCCc1ccccc1,C=CCCCCCCCCC(=O)O,,,,,,,,,,,,,
Bushdid,393,CC(C)CC(=O)O,CCCCCCOC(=O)CCCCC,COc1ccc(C)cc1,CCCCSCCCC,COC(OC)C(C)c1ccccc1,CCC/C=C/C=O,C1CCSC1,COC(=O)c1ccccc1N,CCOC(=O)CCC(=O)OCC,CCCCC(=O)O,CCCC(=O)OC(C)(C)Cc1ccccc1,CC(=O)OCCC(C)C,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,CCc1ccc(O)c(OC)c1,CSC,CCCCCCCCCOC(C)=O,CC(C)CCOC(=O)Cc1ccccc1,CC(C)O,CC(=O)C(C)O,C=CCCC(=O)O,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,394,CC(C)CC(=O)O,CCCCCCOC(=O)CCCCC,COc1ccc(C)cc1,CCCCSCCCC,COC(OC)C(C)c1ccccc1,c1ccc2[nH]ccc2c1,CCCCCC1CCC(=O)O1,CCCCCOC(=O)CCCC,CCCCCCCC(C)O,CSSC,CSSSC,CCCC(C)O,CCCCCOC(=O)CCC,CC=O,COc1ccccc1O,c1ccc(Oc2ccccc2)cc1,CCCC(=O)O,CCCC(=O)OC,C#Cc1ccccc1,OC1CCCCC1,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,395,CC(C)CC=O,C=C1CC[C@H]2C[C@@H]1C2(C)C,COC(=O)c1ccccc1,COc1ccc(C=O)cc1,CC(=O)O,CSCSC,CC1=CCC(C(C)C)C=C1,CCCCCCC=O,Cc1ccc(OC(=O)C(C)C)cc1,CCC(C)S,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCC(=O)OCC,CC1CCC(=O)O1,CC(C)=CCC/C(C)=C/CO,CCCCCOC(C)=O,Cc1ccc(O)cc1,c1ccsc1,CC12CCC(CC1)C(C)(C)O2,CC(O)C(=O)O,CCCC(C)O,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,396,CC(C)CC=O,C=C1CC[C@H]2C[C@@H]1C2(C)C,COC(=O)c1ccccc1,COc1ccc(C=O)cc1,CC(=O)O,Cc1ccccc1C=O,CCCCCCCC=O,OCCc1ccccc1,CCCCCC(C)O,Cc1ccc2ncccc2c1,CCCC(=O)SC,CC(C)CC(=O)O,CC(=O)C(C)O,CCCCOC(C)=O,CSC,CC/C=C1\OC(=O)c2ccccc21,CCCS,CC=O,CCOC=O,C=CCCC(=O)O,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,397,CCCCCC(=O)OCC,CCC/C=C/C=O,CCCCC(=O)O,CC(C)CC=O,Cc1ccc2ncccc2c1,CCCCCCO,CC(C)=CCC/C(C)=C/CO,CCCCCCOC(=O)CCCCC,CCCC(=O)CC,COc1ccc(C=O)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,398,CCCCCC(=O)OCC,CCC/C=C/C=O,CCCCC(=O)O,Cc1cc(O)c(C(C)C)cc1Cl,CCCCCC=O,CCCC(C)O,CC(C)=CCC[C@H](C)CCO,Cc1nccnc1C,CCCCCCCCCCC=O,CC(=O)C(=O)O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,399,CCc1cnccn1,CC1=CC(=O)CC(C)(C)C1,CC1=CCC(C(C)C)C=C1,CCOC(=O)C1OC1(C)c1ccccc1,CC1=CCC2CC1C2(C)C,OCCc1ccccc1,CSC,CCCCCOC(=O)CCC,CC(=O)Oc1ccc(C)cc1,Cc1ccc2ncccc2c1,CCCCCCCC(C)O,Cc1cc(O)c(C(C)C)cc1Cl,Cc1ccc(OC(=O)C(C)C)cc1,Cc1ccc(C(C)C)c(O)c1,CSSSC,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,C=CCCCCCCCCC(=O)O,CCCCCC(C)=O,O=C(O)Cc1ccccc1,CC(=O)OCCc1ccccc1,CC(=O)C(C)O,CCCCCCCCCCC=O,SCc1ccco1,CCCCSCCCC,CC(C)=CCC[C@H](C)CCO,CCCCCCO,COC(=O)c1ccccc1,CC(CC=O)CCCC(C)(C)O,c1ccc(Oc2ccccc2)cc1,CCCCOC(C)=O,,,,,,,,,,,,,
Bushdid,400,CCCC(=O)SC,CCCCCC(=O)O,CCCCC/C=C/C=C/C=O,CC(=O)c1ccccc1,CC(C)CCOC(=O)Cc1ccccc1,CCOC(=O)C(C)O,CCCCCOC(=O)CCCC,CCOC(=O)c1ccccc1,CC(C)c1ccc(C=O)cc1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C#Cc1ccccc1,CCCCCCCC(=O)OC,C=CC(O)CC,CC(C)=O,CC(=O)O,COc1ccccc1O,CC(=O)C=C(C)C,CCCCCC=O,CC=O,C=CCCC(=O)O,Cc1ccc(C(C)C)cc1,C=C(C)[C@H]1CC=C(C)CC1,CSCSC,CN(C)C,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,CC(C)O,CC12CCC(CC1)C(C)(C)O2,CC(=O)OCCC(C)C,CC1CCC(=O)O1,CC(C)CC(=O)O,,,,,,,,,,,,,
Bushdid,401,CC1=CC(=O)CC(C)(C)C1,Cc1ccc(OC(=O)C(C)C)cc1,CCCCCCO,C1CCSC1,CCc1ccc(O)c(OC)c1,CC(C)CCOC(=O)Cc1ccccc1,CCCCCCCCCC(=O)O,CC(=O)OCCc1ccccc1,Cc1ccc(C(C)C)cc1,CC(C)CC(=O)O,CCc1cnccn1,CC(C)=CCCC(C)C=O,CC1=CCC(C(C)C)C=C1,CSSSC,CCCCCCCCCCC=O,CC(C)CC=O,CC(=O)c1ccccc1,CC12CCC(CC1)C(C)(C)O2,CC(C)=CCC/C(C)=C/CO,Cc1ccc(C(C)C)c(O)c1,CC(O)C(=O)O,CCCCNCCCC,O=C/C=C/c1ccccc1,CCCCCCCCC(C)=O,CCCCC(=O)O,OCCc1ccccc1,CCCCCOC(=O)CCCC,CC(C)C(=O)O,COc1ccccc1O,Cc1c[nH]c2ccccc12,,,,,,,,,,,,,
Bushdid,402,CCCC(=O)OC(C)(C)Cc1ccccc1,Cc1cc(O)c(C(C)C)cc1Cl,CCCC(=O)CC,CC=O,CN(C)C,COc1ccc(C=O)cc1,CCCCCC(=O)OCC,CCC(=O)OC,CCCCCCC=O,CSCSC,C=CCc1ccc(O)c(OC)c1,CCOC(=O)C(C)O,COc1ccccc1,CC(C)=O,CC1=CCC2CC1C2(C)C,COc1ccc(C)cc1,CCCO,C=C1CC[C@H]2C[C@@H]1C2(C)C,Cc1ccccc1C=O,CCCCCC(=O)O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CSSC,CC(C)=CCC[C@H](C)CCO,CCCCCCCC=O,COC(=O)c1ccccc1,CCCSCCC,CC1CCC(=O)O1,CCCCCOC(C)=O,Cc1ccccc1,CCCCCCCC(=O)OC,,,,,,,,,,,,,
